"Title","ID","State","Session","Chamber","Introduction Date"
"RELATING TO THE EMERGENCY AND BUDGET RESERVE FUND.","HB 1910","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO HUMAN SERVICES.","HB 1909","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO DOMESTIC VIOLENCE.","HB 1908","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO DOMESTIC VIOLENCE.","HB 1907","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO HUMAN SERVICES.","HB 1906","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO THE UNIVERSITY OF HAWAII.","HB 1904","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO FOOD LABELING.","HB 1903","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO TOBACCO PRODUCTS.","HB 1902","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO CONDOMINIUMS.","HB 1899","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO TUITION ASSISTANCE.","HB 1936","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO PUBLIC ASSISTANCE.","HB 1935","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO TOXIC PRODUCTS.","HB 1934","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO EDUCATION.","HB 1931","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO GEOTHERMAL ENERGY.","HB 1930","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO THE FEDERAL VIOLENCE AGAINST WOMEN ACT.","HB 1922","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO DOMESTIC VIOLENCE.","HB 1920","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO HEALTH.","HB 1916","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO HEALTHCARE.","HB 1914","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO HUMAN SERVICES.","HB 1912","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO HEALTH.","HB 1991","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO ELEVATORS.","HB 1979","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO WATER RESOURCES.","HB 1978","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO SOCIAL SERVICES.","HB 1975","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO CHILDREN.","HB 1970","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO TOBACCO.","HB 1961","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"MAKING AN APPROPRIATION FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM.","HB 1959","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO PURCHASES OF HEALTH AND HUMAN SERVICES.","HB 1951","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO THE NATIONAL GUARD.","HB 1938","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO UNEMPLOYMENT COMPENSATION.","HB 1937","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO SOLAR ENERGY DEVICES.","HB 2021","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO CAPITAL IMPROVEMENT PROJECTS FOR THE BENEFIT OF THE TWENTY-SECOND REPRESENTATIVE DISTRICT.","HB 2014","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO YELLOW PAGES PHONE BOOKS.","HB 2009","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO HIGHER EDUCATION.","HB 2001","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO HIGHER EDUCATION.","HB 2000","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO HIGHER EDUCATION.","HB 1999","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO HIGHER EDUCATION.","HB 1998","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO VETERAN-OWNED BUSINESSES.","HB 1996","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO THE REGULATION OF CLEAN AND SOBER HOMES AND HALFWAY HOUSES.","HB 1993","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO THE DEPARTMENT OF HEALTH.","HB 1992","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO HOUSING.","HB 2049","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO THE DEPARTMENT OF EDUCATION.","HB 2048","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO THE OFFICE OF ENVIRONMENTAL QUALITY CONTROL.","HB 2040","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO THE PUBLIC LAND TRUST.","HB 2039","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO TOURISM.","HB 2038","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO TOURISM.","HB 2037","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO TOURISM.","HB 2036","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO HUNTING.","HB 2032","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO FIREARMS.","HB 2029","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO EMERGENCY ASSISTANCE.","HB 2022","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO HIGHWAY SAFETY.","HB 2068","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO OCEAN RESOURCES.","HB 2067","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO PLANNING AND ECONOMIC DEVELOPMENT.","HB 2066","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO HAWAII GOOD AGRICULTURAL PRACTICES.","HB 2065","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"MAKING AN APPROPRIATION TO THE HAWAII WING CIVIL AIR PATROL.","HB 2064","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO CAPITAL IMPROVEMENT PROJECTS FOR THE BENEFIT OF THE THIRTY-FIFTH REPRESENTATIVE DISTRICT.","HB 2061","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO EDUCATION.","HB 2058","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO THE HAWAII PUBLIC PROCUREMENT CODE.","HB 2057","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO EDUCATION.","HB 2056","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO TAXATION.","HB 2055","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"URGING THE GOVERNOR AND THE LEGISLATURE OF THE STATE OF HAWAII TO PRESERVE THE COUNTIES' SHARE OF THE TRANSIENT ACCOMMODATIONS TAX.","SR 3","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"REQUESTING THE LEGISLATURE OF THE STATE OF HAWAII TO AMEND CHAPTER 188, HAWAII REVISED STATUTES, BY ADDING A NEW SECTION TO BE APPROPRIATELY DESIGNATED PROHIBITING THE SALE OF AQUATIC LIFE FOR AQUARIUM PURPOSES AND AMEND EXISTING SECTION 188F-4 REGARDING THE WEST HAWAII REGIONAL FISHERY MANAGEMENT AREA PLAN AND SECTION 189-11 REGARDING RECEIPTS IN MANAGEMENT AREA PLAN AND SECTION 189-11 REGARDING RECEIPTS IN DUPLICATE; A RESOLUTION REQUESTING THE GOVERNOR TO ISSUE A MORATORIUM ON THE COMMERCIAL TAKE AND SALE OF AQUATIC LIFE TAKEN FOR AQUARIUM PURPOSES FROM STATE WATERS; AND REQUESTING THE HAWAII DEPARTMENT OF LAND AND NATURAL RESOURCES TO ADOPT A RULE PROHIBITING THE COMMERCIAL TAKE AND SALE OF AQUATIC LIFE TAKEN FOR AQUARIUM PURPOSES FROM STATE WATERS.","SR 2","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO SIMULATED FIREARMS.","SB 2073","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO PRODUCTION OF RECORDS.","SB 2064","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO COMMUNICATION SERVICE PROVIDERS.","SB 2063","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO VIOLATION OF PRIVACY.","SB 2059","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE JUDICIARY.","SB 2054","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE EMPLOYER-UNION HEALTH BENEFITS TRUST FUND.","SB 2049","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE EMPLOYEES' RETIREMENT SYSTEM.","SB 2048","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"REQUESTING THE LEGISLATURE OF THE STATE OF HAWAII TO AMEND CHAPTER 188, HAWAII REVISED STATUTES, BY ADDING A NEW SECTION TO BE APPROPRIATELY DESIGNATED PROHIBITING THE SALE OF AQUATIC LIFE FOR AQUARIUM PURPOSES AND AMEND EXISTING SECTION 188F-4 REGARDING THE WEST HAWAII REGIONAL FISHERY MANAGEMENT AREA PLAN AND SECTION 189-11 REGARDING RECEIPTS IN MANAGEMENT AREA PLAN AND SECTION 189-11 REGARDING RECEIPTS IN DUPLICATE;
A RESOLUTION REQUESTING THE GOVERNOR TO ISSUE A MORATORIUM ON THE COMMERCIAL TAKE AND SALE OF AQUATIC LIFE TAKEN FOR AQUARIUM PURPOSES FROM STATE WATERS; AND
REQUESTING THE HAWAII DEPARTMENT OF LAND AND NATURAL RESOURCES TO ADOPT A RULE PROHIBITING THE COMMERCIAL TAKE AND SALE OF AQUATIC LIFE TAKEN FOR AQUARIUM PURPOSES FROM STATE WATERS.","SCR 1","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO SUBSTANCE ABUSE TESTING.","HB 1824","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO INSURANCE.","HB 1823","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO HEALTH.","HB 1822","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO ABSENTEE VOTING.","HB 1821","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO INDUSTRIAL HEMP RESEARCH.","HB 1820","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO HAWAII GOOD AGRICULTURAL PRACTICES.","HB 1786","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO THE EMPLOYEES' RETIREMENT SYSTEM.","HB 1781","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO AQUATIC LIFE.","HB 1780","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO CRIMINAL PROCEDURE.","HB 1774","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO COUNTIES.","HB 1770","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO CEMETERIES.","HB 1982","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO EDUCATION.","HB 1891","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"PROPOSING AN AMENDMENT TO THE HAWAII CONSTITUTION RELATING TO THE LAPSING OF APPROPRIATIONS FOR THE CONSTRUCTION OR ACQUISITION OF PUBLIC SCHOOL FACILITIES.","HB 1890","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO THE EMPLOYER-UNION HEALTH BENEFITS TRUST FUND.","HB 1877","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO INTOXICATING LIQUOR.","HB 1867","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO LABELING.","HB 1849","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO GOVERNMENT.","HB 1837","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO STATE FINANCES.","HB 1836","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO THE STATE BUDGET.","HB 1835","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO TAXATION.","HB 1834","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO AQUATIC LIFE.","SB 2042","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE EMPLOYEES' RETIREMENT SYSTEM.","SB 2041","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE EMPLOYEES' RETIREMENT SYSTEM.","SB 2040","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE EMPLOYER-UNION HEALTH BENEFITS TRUST FUND.","SB 2039","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"PROPOSING AN AMENDMENT TO ARTICLE VIII OF THE HAWAII STATE CONSTITUTION TO ENABLE COUNTIES TO CREATE TOWNSHIPS.","SB 2037","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE PREVENTION OF WORKPLACE VIOLENCE.","HB 2028","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO FUNDS.","HB 2026","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO NATIVE HAWAIIAN RECOGNITION.","HB 1990","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO CHARTER SCHOOLS.","HB 1989","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO HUMAN SERVICES.","HB 1987","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO ELECTIONS.","HB 1826","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO BINGO.","HB 1825","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO THE EMPLOYER-UNION HEALTH BENEFITS TRUST FUND.","HB 1783","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO THE EMPLOYEES' RETIREMENT SYSTEM.","HB 1782","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"PROPOSING AN AMENDMENT TO THE HAWAII CONSTITUTION RELATING TO RATIFICATION OF CONSTITUTIONAL AMENDMENTS.","SB 2072","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO PRIVATIZATION OF GOVERNMENT SERVICES.","SB 2067","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO CAMPAIGN SPENDING.","SB 2053","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO LIABILITY.","SB 2050","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO TRAFFIC INFRACTIONS.","SB 2046","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO TIME SHARE ZONING.","SB 2044","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO PARKING FOR THE DISABLED.","SB 2023","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE UNIVERSITY OF HAWAII.","SB 2020","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE STATE SEAL.","SB 2016","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO AQUARIUM FISH.","SB 2002","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE CAUCUS LEADERS AND THE COMMITTEE ASSIGNMENTS OF THE HOUSE OF REPRESENTATIVES OF THE TWENTY-SIXTH LEGISLATURE.","HR 2","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO THE OFFICERS OF THE HOUSE OF REPRESENTATIVES OF THE TWENTY-SIXTH LEGISLATURE.","HR 1","hi","2011 Regular Session","lower","2012-01-18 00:00:00"
"RELATING TO MINIMUM HOURLY WAGE.","HB 168","hi","2011 Regular Session","lower","2011-01-20 00:00:00"
"ELECTING THE ASSISTANT CLERK OF THE SENATE OF THE TWENTY-SIXTH LEGISLATURE.","SR 1","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO TAXATION.","HB 1900","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO THE CONTRACTORS LICENSE BOARD.","HB 1898","hi","2011 Regular Session","lower","2012-01-17 00:00:00"
"RELATING TO LABOR.","HB 1681","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO TAXATION.","HB 1678","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO ENERGY.","HB 1675","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO PUBLIC LIBRARIES.","HB 1673","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO THE HIGH TECHNOLOGY DEVELOPMENT CORPORATION.","HB 1670","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO STATE-OWNED WORKS OF ART.","SB 2029","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO HAWAII GOOD AGRICULTURAL PRACTICES.","SB 2027","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO THE MEDICAL USE OF MARIJUANA.","SB 2026","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO JURORS.","SB 2025","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO TAX RELIEF.","SB 2024","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO UNDERSERVED AREAS.","HB 1703","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO INFORMED CONSENT.","HB 1702","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO THE SALE OF TOBACCO PRODUCTS.","HB 1700","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO TAX.","HB 1697","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO SPECIAL WASTE DISPOSAL.","HB 1693","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO SMOKING.","HB 1692","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO THE MOTOR VEHICLE RENTAL INDUSTRY.","HB 1690","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO HEALTH CARE.","HB 1687","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO MOTOR VEHICLES.","HB 1685","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO HARBORS.","HB 1684","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO CAPITAL IMPROVEMENT PROJECTS FOR THE BENEFIT OF THE TWENTY-SIXTH REPRESENTATIVE DISTRICT.","HB 1728","hi","2011 Regular Session","lower","2012-01-12 00:00:00"
"RELATING TO INDUSTRIAL HEMP RESEARCH.","HB 1727","hi","2011 Regular Session","lower","2012-01-12 00:00:00"
"RELATING TO BIRDS.","HB 1721","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO PUBLIC EDUCATION.","HB 1719","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO HAWAII-GROWN PRODUCE.","HB 1718","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"PROPOSING AN AMENDMENT TO THE HAWAII CONSTITUTION RELATING TO THE BOARD OF EDUCATION.","HB 1717","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO HUMAN SERVICES.","HB 1712","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO TEMPORARY ASSISTANCE FOR NEEDY FAMILIES.","HB 1711","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO TEMPORARY ASSISTANCE FOR NEEDY FAMILIES.","HB 1710","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO TITLE INSURERS.","HB 1704","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO ENERGY RESOURCES.","HB 1757","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO HOUSING.","HB 1750","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO CORRECTIONAL INDUSTRIES.","HB 1701","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO PUBLIC ASSISTANCE.","SB 2014","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO COSMETOLOGY.","SB 2007","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO INVASIVE SPECIES.","HB 1748","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO MENTAL HEALTH.","HB 1739","hi","2011 Regular Session","lower","2012-01-12 00:00:00"
"RELATING TO MENTAL HEALTH.","HB 1738","hi","2011 Regular Session","lower","2012-01-12 00:00:00"
"RELATING TO MENTAL HEALTH.","HB 1737","hi","2011 Regular Session","lower","2012-01-12 00:00:00"
"RELATING TO THE HOMELESS.","HB 1733","hi","2011 Regular Session","lower","2012-01-12 00:00:00"
"RELATING TO THE EMPLOYER-UNION HEALTH BENEFITS TRUST FUND.","HB 1752","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO SOLAR ENERGY.","HB 1720","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"RELATING TO MEDICAID.","HB 1714","hi","2011 Regular Session","lower","2012-01-11 00:00:00"
"PROPOSING AMENDMENTS TO THE HAWAII CONSTITUTION, TO BOTH REQUIRE THE LEGISLATURE TO ENACT LAWS TO AUTHORIZE THE COUNTIES TO ISSUE TAX INCREMENT BONDS AND TO EXCLUDE THE BONDS FROM DETERMINATIONS OF THE FUNDED DEBT OF THE COUNTIES.","SB 2008","hi","2011 Regular Session","upper","2012-01-18 00:00:00"
"RELATING TO CIVIL ACTIONS.","HB 1769","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO SIMULATED FIREARMS.","HB 1767","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"PROPOSING AN AMENDMENT TO THE HAWAII CONSTITUTION RELATING TO RATIFICATION OF CONSTITUTIONAL AMENDMENTS.","HB 1766","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO COLLECTIVE BARGAINING.","HB 1763","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO COLLECTIVE BARGAINING.","HB 1762","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO PRIVATIZATION OF GOVERNMENT SERVICES.","HB 1761","hi","2011 Regular Session","lower","2012-01-13 00:00:00"
"RELATING TO WEAPONS.","SB 53","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO OBSCENITY.","SB 51","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO SHERIFFS.","SB 50","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO CORRECTIONS.","SB 47","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO CORRECTIONS.","SB 46","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO ABANDONED VEHICLES.","SB 30","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO MOTOR VEHICLE RENTAL.","SB 29","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO ADVANCED PRACTICE REGISTERED NURSE FEES.","SB 26","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO TAXATION.","SB 5","hi","2011 Regular Session","upper","2011-01-19 00:00:00"
"RELATING TO A STATE LOTTERY.","SB 3","hi","2011 Regular Session","upper","2011-01-19 00:00:00"
"RELATING TO EXECUTIVE MEETINGS AND INFORMATION.","SB 65","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"PROPOSING AN AMENDMENT TO ARTICLE XVI, SECTION 2, OF THE HAWAII STATE CONSTITUTION, TO AUTHORIZE THE LEGISLATURE TO REQUIRE THE FORFEITURE OR REDUCTION OF PENSION BENEFITS OF AN EMPLOYEE OF THE STATE OR A POLITICAL SUBDIVISION THEREOF WHO IS CONVICTED OF A FELONY RELATED TO THE EMPLOYEE'S EMPLOYMENT.","SB 64","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC EMPLOYEES' HEALTH BENEFITS.","SB 63","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO GOVERNMENT RECORDS.","SB 62","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HIGHWAY SAFETY.","SB 60","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO PASSENGER SAFETY FOR PICKUP TRUCKS.","SB 59","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO IOLANI PALACE.","SB 57","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO INTOXICATING LIQUOR.","SB 56","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO BILL OF RIGHTS FOR VICTIMS.","SB 55","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO STATUTES OF LIMITATIONS.","SB 54","hi","2011 Regular Session","upper","2011-01-20 00:00:00"
"RELATING TO PUBLIC EMPLOYEE RETIREMENT BENEFITS.","SB 75","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"PROPOSING AN AMENDMENT TO ARTICLE XVI, SECTION 2, OF THE HAWAII STATE CONSTITUTION, TO AUTHORIZE THE LEGISLATURE TO ALLOW THE JUDICIARY TO REDUCE PENSION BENEFITS OF AN EMPLOYEE OF THE STATE OR A POLITICAL SUBDIVISION THEREOF WHO IS CONVICTED OF A FELONY RELATED TO THE EMPLOYEE'S EMPLOYMENT.","SB 74","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CAMPAIGN CONTRIBUTIONS.","SB 73","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ELECTIONS.","SB 72","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE LEGISLATIVE BROADCAST PROGRAM.","SB 71","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO LEGISLATIVE SUNSHINE PROVISIONS.","SB 70","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO CAMPAIGN CONTRIBUTIONS.","SB 69","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO ELECTIONS.","SB 68","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC AGENCY MEETINGS AND RECORDS.","SB 67","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC AGENCY MEETINGS.","SB 66","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO STANDARDS OF CONDUCT.","SB 88","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO BULLYING.","SB 87","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO GAS PIPELINE SYSTEMS.","SB 84","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO HIGHWAY SAFETY.","SB 83","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE RIGHTS OF VICTIMS.","SB 82","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO THE CLIMATE CHANGE TASK FORCE.","SB 80","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
"RELATING TO PUBLIC SAFETY.","SB 79","hi","2011 Regular Session","upper","2011-01-21 00:00:00"
