"Action","Bill ID","Date","Actor"
"Reported from EDB (Stand. Com. Rep. No. 281), recommending passage on Second Reading and referral to CPC.","HB 1314","2013-02-12 00:00:00","lower"
"Passed Second Reading and referred to the committee(s) on CPC with none voting aye with reservations; none voting no (0) and Representative(s) Belatti, Cachola, Coffman, Takai excused (4).","HB 1314","2013-02-12 00:00:00","lower"
"Bill scheduled to be heard by CPC on Monday, 02-25-13  2:30PM in House conference room 325.","HB 1314","2013-02-20 00:00:00","lower"
"The committee(s) on CPC recommend(s) that the measure be deferred until 02-27-13.","HB 1314","2013-02-25 00:00:00","lower"
"Bill scheduled for decision making on Wednesday, 02-27-13  3:00PM in conference room 325.","HB 1314","2013-02-25 00:00:00","lower"
"The committees on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 11 Ayes: Representative(s) McKelvey, Kawakami, Belatti, Brower, Cabanilla, Ito, Tsuji, Yamane, Thielen; Ayes with reservations: Representative(s) Cachola, McDermott;  Noes: none; and 4 Excused: Representative(s) Carroll, Evans, Har, C. Lee.   ","HB 1314","2013-02-27 00:00:00","lower"
"Reported from CPC (Stand. Com. Rep. No. 852) as amended in HD 1, recommending passage on Third Reading.","HB 1314","2013-03-01 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 03-05-13.","HB 1314","2013-03-01 00:00:00","lower"
"Passed Third Reading as amended in HD 1 with none voting aye with reservations; Representative(s) Fale, Ward voting no (2) and none excused (0).  Transmitted to Senate.","HB 1314","2013-03-05 00:00:00","lower"
"Received from House (Hse. Com. No. 351).","HB 1314","2013-03-07 00:00:00","upper"
"Passed First Reading.","HB 1314","2013-03-07 00:00:00","upper"
"Referred to PSM, CPN.","HB 1314","2013-03-07 00:00:00","upper"
"The committee(s) on PSM has scheduled a public hearing on 03-12-13  2:45PM in conference room 224.","HB 1314","2013-03-08 00:00:00","upper"
"The committee(s) on  PSM deferred the measure until 03-19-13  2:45PM in conference room 224.","HB 1314","2013-03-12 00:00:00","upper"
"The committee(s) on  PSM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in PSM were as follows: 3 Aye(s): Senator(s) Espero, Baker, Galuteria; Aye(s) with reservations: none ; 1 No(es): Senator(s) Slom; and 1 Excused: Senator(s) Green.","HB 1314","2013-03-19 00:00:00","upper"
"Reported from PSM (Stand. Com. Rep. No. 1034) with recommendation of passage on Second Reading, as amended (SD 1) and referral to CPN.","HB 1314","2013-03-22 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1) and referred to CPN.","HB 1314","2013-03-22 00:00:00","upper"
"The committee(s) on CPN will hold a public decision making on 03-28-13 9:30AM in conference room 229.","HB 1314","2013-03-22 00:00:00","upper"
"The committee(s) on CPN recommend(s) that the measure be PASSED, UNAMENDED.  The votes in CPN were as follows: 4 Aye(s): Senator(s) Baker, Nishihara, Solomon, Taniguchi; Aye(s) with reservations: none ; 0 No(es): none; and 3 Excused: Senator(s) Galuteria, Wakai, Slom.","HB 1314","2013-03-28 00:00:00","upper"
"Reported from CPN (Stand. Com. Rep. No. 1248) with recommendation of passage on Third Reading.","HB 1314","2013-04-03 00:00:00","upper"
"One Day Notice 04-04-13.","HB 1314","2013-04-03 00:00:00","upper"
"Report adopted; Passed Third Reading.  Ayes, 22; Aye(s) with reservations: none .  Noes, 1 (Senator(s) Slom). Excused, 2 (Senator(s) Green, Kidani).  Transmitted to House.","HB 1314","2013-04-04 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  452) in amended form (SD 1).","HB 1314","2013-04-04 00:00:00","lower"
"House disagrees with Senate amendment (s).","HB 1314","2013-04-05 00:00:00","lower"
"Received notice of disagreement (Hse. Com. No. 459).","HB 1314","2013-04-09 00:00:00","upper"
"House conferees appointed: Tsuji, McKelvey Co-Chairs; Choy, McDermott.","HB 1314","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 697).","HB 1314","2013-04-16 00:00:00","upper"
"Senate Conferees appointed: Espero, Chair; Baker, Co-Chair(s); Galuteria, Green, Taniguchi.","HB 1314","2013-04-16 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 695).","HB 1314","2013-04-16 00:00:00","lower"
"Offered.","SCR 200","2013-03-13 00:00:00","upper"
"Referred to PSM, WAM.","SCR 200","2013-03-19 00:00:00","upper"
"The committee(s) on PSM has scheduled a public hearing on 03-28-13  4:00PM in conference room 224.","SCR 200","2013-03-22 00:00:00","upper"
"The committee(s) on PSM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in PSM were as follows: 3 Aye(s): Senator(s) Espero, Baker, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Galuteria, Green.","SCR 200","2013-03-28 00:00:00","upper"
"Reported from PSM (Stand. Com. Rep. No. 1130), with recommendation of referral to WAM.","SCR 200","2013-04-01 00:00:00","upper"
"Report adopted, referred to WAM.","SCR 200","2013-04-01 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 200","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 200","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Kouchi.","SCR 200","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1471) with recommendation of adoption.","SCR 200","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Transmitted to House.","SCR 200","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 688).","SCR 200","2013-04-12 00:00:00","lower"
"Referred to VMI, referral sheet 54","SCR 200","2013-04-15 00:00:00","lower"
"Offered.","SCR 57","2013-02-28 00:00:00","upper"
"Referred to HTH/CPN, WAM.","SCR 57","2013-03-12 00:00:00","upper"
"The committee(s) on HTH/CPN has scheduled a public hearing on 03-25-13  1:45PM in conference room 229.","SCR 57","2013-03-22 00:00:00","upper"
"The committee(s) on  CPN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in CPN were as follows: 5 Aye(s): Senator(s) Baker, Galuteria, Nishihara, Taniguchi, Wakai; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Solomon, Slom.","SCR 57","2013-03-25 00:00:00","upper"
"The committee(s) on  HTH recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HTH were as follows: 4 Aye(s): Senator(s) Green, Baker, Chun Oakland, Nishihara; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","SCR 57","2013-03-25 00:00:00","upper"
"Reported from HTH/CPN (Stand. Com. Rep. No. 1155), as amended (SD 1), with recommendation of referral to WAM.","SCR 57","2013-04-01 00:00:00","upper"
"Report adopted, as amended (SD 1) and referred to WAM.","SCR 57","2013-04-01 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 57","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 57","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Kouchi.","SCR 57","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1450) with recommendation of adoption.","SCR 57","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Transmitted to House.","SCR 57","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 625) in amended form (SD 1).","SCR 57","2013-04-12 00:00:00","lower"
"Referred to HLT, CPC, LMG, referral sheet 54","SCR 57","2013-04-15 00:00:00","lower"
"Offered.","SCR 18","2013-01-24 00:00:00","upper"
"Referred to HTH/CPN, WAM.","SCR 18","2013-02-13 00:00:00","upper"
"The committee(s) on HTH/CPN has scheduled a public hearing on 03-11-13  4:10PM in conference room 229.","SCR 18","2013-03-08 00:00:00","upper"
"The committee(s) on  CPN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in CPN were as follows: 4 Aye(s): Senator(s) Baker, Nishihara, Solomon, Wakai; Aye(s) with reservations: none ; 0 No(es): none; and 3 Excused: Senator(s) Galuteria, Taniguchi, Slom.","SCR 18","2013-03-11 00:00:00","upper"
"The committee(s) on  HTH recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HTH were as follows: 4 Aye(s): Senator(s) Green, Baker, Chun Oakland, Nishihara; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","SCR 18","2013-03-11 00:00:00","upper"
"Reported from HTH/CPN (Stand. Com. Rep. No. 914), as amended (SD 1), with recommendation of referral to WAM.","SCR 18","2013-03-19 00:00:00","upper"
"Report adopted, as amended (SD 1) and referred to WAM.","SCR 18","2013-03-19 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 18","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 18","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda; Aye(s) with reservations: Senator(s) Slom ; 0 No(es): none; and 1 Excused: Senator(s) Kouchi.","SCR 18","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1493) with recommendation of adoption.","SCR 18","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Aye(s) with reservations: none. Noes, 1 (Senator(s) Slom). Transmitted to House.","SCR 18","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 613) in amended form (SD 1).","SCR 18","2013-04-12 00:00:00","lower"
"Referred to HLT, FIN, referral sheet 54","SCR 18","2013-04-15 00:00:00","lower"
"To be offered.","HCR 54","2013-02-22 00:00:00","lower"
"Offered","HCR 54","2013-02-28 00:00:00","lower"
"Referred to HLT, FIN, referral sheet 31","HCR 54","2013-03-07 00:00:00","lower"
"Resolution scheduled to be heard by HLT on Wednesday, 03-27-13 10:00AM in conference room 329.","HCR 54","2013-03-22 00:00:00","lower"
"The committees on HLT recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 6 Ayes: Representative(s) Belatti, Morikawa, Jordan, Kobayashi, Woodson, Cheape; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Cabanilla, Carroll.","HCR 54","2013-03-27 00:00:00","lower"
"Reported from HLT (Stand. Com. Rep. No. 1348), recommending referral to FIN.","HCR 54","2013-04-02 00:00:00","lower"
"Report adopted; referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Carroll excused (1).","HCR 54","2013-04-02 00:00:00","lower"
"Scheduled for decision making on Wednesday, 04-10-13  3:15PM in conference room 308.","HCR 54","2013-04-08 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Jordan, Kobayashi, Lowen, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Morikawa.","HCR 54","2013-04-10 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 1645), recommending adoption.","HCR 54","2013-04-12 00:00:00","lower"
"Adopted with none voting aye with reservations; none voting no (0) and  Har, McDermott, Oshiro, Tokioka excused (4).","HCR 54","2013-04-12 00:00:00","lower"
"Transmitted to Senate.","HCR 54","2013-04-12 00:00:00","lower"
"Received from House (Hse. Com. No. 660).","HCR 54","2013-04-15 00:00:00","upper"
"Referred to HTH/ENE.","HCR 54","2013-04-15 00:00:00","upper"
"Offered.","SCR 110","2013-03-12 00:00:00","upper"
"Referred to HRE/JDL, WAM.","SCR 110","2013-03-19 00:00:00","upper"
"The committee(s) on HRE/JDL has scheduled a public hearing on 03-28-13  2:50PM in conference room 414.","SCR 110","2013-03-25 00:00:00","upper"
"The committee(s) on  JDL recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in JDL were as follows: 3 Aye(s): Senator(s) Hee, Shimabukuro, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Gabbard, Ihara.","SCR 110","2013-03-28 00:00:00","upper"
"The committee(s) on  HRE recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HRE were as follows: 4 Aye(s): Senator(s) Taniguchi, Kahele, Kidani, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 3 Excused: Senator(s) Ige, Keith-Agaran, Tokuda.","SCR 110","2013-03-28 00:00:00","upper"
"Reported from HRE/JDL (Stand. Com. Rep. No. 1196), as amended (SD 1), with recommendation of referral to WAM.","SCR 110","2013-04-01 00:00:00","upper"
"Report adopted, as amended (SD 1) and referred to WAM.","SCR 110","2013-04-01 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 110","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 110","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Kouchi.","SCR 110","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1486) with recommendation of adoption.","SCR 110","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Transmitted to House.","SCR 110","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 648) in amended form (SD 1).","SCR 110","2013-04-12 00:00:00","lower"
"Referred to HED, JUD, referral sheet 54","SCR 110","2013-04-15 00:00:00","lower"
"Offered.","SCR 111","2013-03-12 00:00:00","upper"
"Referred to HMS, WAM.","SCR 111","2013-03-19 00:00:00","upper"
"The committee(s) on HMS has scheduled a public hearing on 03-28-13  1:30PM in conference room 016.","SCR 111","2013-03-22 00:00:00","upper"
"The committee(s) on HMS recommend(s) that the measure be PASSED, UNAMENDED.  The votes in HMS were as follows: 3 Aye(s): Senator(s) Chun Oakland, Kidani, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Green, Taniguchi.","SCR 111","2013-03-28 00:00:00","upper"
"Reported from HMS (Stand. Com. Rep. No. 1158), with recommendation of referral to WAM.","SCR 111","2013-04-01 00:00:00","upper"
"Report adopted, referred to WAM.","SCR 111","2013-04-01 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 111","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 111","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Kouchi.","SCR 111","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1523) with recommendation of adoption.","SCR 111","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Transmitted to House.","SCR 111","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 649).","SCR 111","2013-04-12 00:00:00","lower"
"Referred to HLT, CPC, referral sheet 54","SCR 111","2013-04-15 00:00:00","lower"
"Offered","HCR 158","2013-03-13 00:00:00","lower"
"Referred to FIN, referral sheet 39","HCR 158","2013-03-18 00:00:00","lower"
"Resolution scheduled to be heard by FIN on Wednesday, 04-10-13  3:00PM in conference room 308.","HCR 158","2013-04-08 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Jordan, Kobayashi, Lowen, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Morikawa.","HCR 158","2013-04-10 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 1665), recommending adoption.","HCR 158","2013-04-12 00:00:00","lower"
"Adopted with none voting aye with reservations; none voting no (0) and  Har, McDermott, Oshiro, Tokioka excused (4).","HCR 158","2013-04-12 00:00:00","lower"
"Transmitted to Senate.","HCR 158","2013-04-12 00:00:00","lower"
"Received from House (Hse. Com. No. 683).","HCR 158","2013-04-15 00:00:00","upper"
"Referred to WAM.","HCR 158","2013-04-15 00:00:00","upper"
"Offered.","SCR 136","2013-03-13 00:00:00","upper"
"Referred to PSM/TEC.","SCR 136","2013-03-19 00:00:00","upper"
"The committee(s) on PSM/TEC has scheduled a public hearing on 04-04-13  1:15PM in conference room 414.","SCR 136","2013-03-28 00:00:00","upper"
"The committee(s) on  TEC recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in TEC were as follows: 3 Aye(s): Senator(s) Wakai, Nishihara, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Gabbard, Tokuda.","SCR 136","2013-04-04 00:00:00","upper"
"The committee(s) on  PSM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in PSM were as follows: 3 Aye(s): Senator(s) Espero, Baker, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Galuteria, Green.","SCR 136","2013-04-04 00:00:00","upper"
"Reported from PSM/TEC (Stand. Com. Rep. No. 1409) with recommendation of adoption, as amended (SD 1).","SCR 136","2013-04-09 00:00:00","upper"
"One Day Notice 04-11-13.","SCR 136","2013-04-09 00:00:00","upper"
"Report and Resolution Adopted, as amended (SD 1).  Transmitted to House.","SCR 136","2013-04-11 00:00:00","upper"
"Received from Senate (Sen. Com. No. 604) in amended form (SD 1).","SCR 136","2013-04-11 00:00:00","lower"
"Referred to VMI, referral sheet 54","SCR 136","2013-04-15 00:00:00","lower"
"To be offered.","HCR 36","2013-02-05 00:00:00","lower"
"Offered","HCR 36","2013-02-06 00:00:00","lower"
"Referred to HSG, FIN, referral sheet 20","HCR 36","2013-02-08 00:00:00","lower"
"Resolution scheduled to be heard by HSG on Monday, 02-11-13 10:05AM in conference room 329.","HCR 36","2013-02-08 00:00:00","lower"
"The committees on HSG recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 5 Ayes: Representative(s) Cabanilla, Woodson, Kobayashi, Morikawa, Cheape; Ayes with reservations: none;  Noes: none; and 3 Excused: Representative(s) Belatti, Carroll, Jordan.   ","HCR 36","2013-02-11 00:00:00","lower"
"Reported from HSG (Stand. Com. Rep. No. 350) as amended in HD 1, recommending referral to FIN.","HCR 36","2013-02-12 00:00:00","lower"
"Report adopted; referred to the committee(s) on FIN as amended in HD 1, with  none voting aye with reservations; none voting no and  Representative(s) Belatti, Cachola, Coffman, Takai excused.","HCR 36","2013-02-12 00:00:00","lower"
"Scheduled for decision making on Wednesday, 04-10-13  3:15PM in conference room 308.","HCR 36","2013-04-08 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Ing, Jordan, Kobayashi, Lowen, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Morikawa.","HCR 36","2013-04-10 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 1640), recommending adoption.","HCR 36","2013-04-12 00:00:00","lower"
"Adopted with none voting aye with reservations; none voting no (0) and  Har, McDermott, Oshiro, Tokioka excused (4).","HCR 36","2013-04-12 00:00:00","lower"
"Transmitted to Senate.","HCR 36","2013-04-12 00:00:00","lower"
"Received from House (Hse. Com. No. 656).","HCR 36","2013-04-15 00:00:00","upper"
"Referred to HMS/EGH/WAM.","HCR 36","2013-04-15 00:00:00","upper"
"Offered.","SCR 177","2013-03-13 00:00:00","upper"
"Referred to AGL/WTL, WAM.","SCR 177","2013-03-19 00:00:00","upper"
"The committee(s) on AGL/WTL has scheduled a public hearing on 03-28-13  3:05PM in conference room 229.","SCR 177","2013-03-25 00:00:00","upper"
"The committee(s) on AGL recommend(s) that the measure be PASSED, UNAMENDED.  The votes in AGL were as follows: 5 Aye(s): Senator(s) Nishihara, Kouchi, Dela Cruz, L. Thielen, Wakai; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) English, Slom.","SCR 177","2013-03-28 00:00:00","upper"
"The committee(s) on WTL recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WTL were as follows: 4 Aye(s): Senator(s) Solomon, Shimabukuro, Dela Cruz, L. Thielen; Aye(s) with reservations: none ; 0 No(es): none; and 3 Excused: Senator(s) Ihara, Ruderman, Slom.","SCR 177","2013-03-28 00:00:00","upper"
"Reported from AGL/WTL (Stand. Com. Rep. No. 1161), with recommendation of referral to WAM.","SCR 177","2013-04-01 00:00:00","upper"
"Report adopted, referred to WAM.","SCR 177","2013-04-01 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 04-04-13  9:50AM in conference room 211.","SCR 177","2013-04-02 00:00:00","upper"
"The committee(s) on  WAM deferred the measure until 04-05-13  9:30AM in conference room 211.","SCR 177","2013-04-04 00:00:00","upper"
"The committee(s) on WAM recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WAM were as follows: 12 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Kahele, Keith-Agaran, Ruderman, L. Thielen, Tokuda; Aye(s) with reservations: Senator(s) Slom ; 0 No(es): none; and 1 Excused: Senator(s) Kouchi.","SCR 177","2013-04-05 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1497) with recommendation of adoption.","SCR 177","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Aye(s) with reservations: 1 (Senator(s) Slom). Transmitted to House.","SCR 177","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 680).","SCR 177","2013-04-12 00:00:00","lower"
"Referred to AGR/WAL, FIN, referral sheet 54","SCR 177","2013-04-15 00:00:00","lower"
"To be offered.","HCR 69","2013-03-07 00:00:00","lower"
"Offered","HCR 69","2013-03-08 00:00:00","lower"
"Referred to VMI, JUD, referral sheet 37","HCR 69","2013-03-14 00:00:00","lower"
"Resolution scheduled to be heard by VMI on Wednesday, 04-03-13 11:05AM in conference room 312.","HCR 69","2013-04-01 00:00:00","lower"
"Re-referred to VMI, referral sheet 47","HCR 69","2013-04-01 00:00:00","lower"
"The committees on VMI recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 7 Ayes: Representative(s) Takai, Ito, Brower, Ohno, Onishi, Takayama, Tsuji; Ayes with reservations: none;  Noes: none; and 3 Excused: Representative(s) Cachola, Choy, McDermott.","HCR 69","2013-04-03 00:00:00","lower"
"Reported from VMI (Stand. Com. Rep. No. 1687), recommending adoption.","HCR 69","2013-04-12 00:00:00","lower"
"Adopted with Fale, Ward voting aye with reservations; none voting no (0) and  Har, McDermott, Oshiro, Tokioka excused (4).","HCR 69","2013-04-12 00:00:00","lower"
"Transmitted to Senate.","HCR 69","2013-04-12 00:00:00","lower"
"Received from House (Hse. Com. No. 661).","HCR 69","2013-04-15 00:00:00","upper"
"Referred to JDL.","HCR 69","2013-04-15 00:00:00","upper"
"Offered.","SCR 161","2013-03-13 00:00:00","upper"
"Referred to HRE/HTH.","SCR 161","2013-03-19 00:00:00","upper"
"The committee(s) on HRE/HTH has scheduled a public hearing on 04-11-13  2:45PM in conference room 414.","SCR 161","2013-04-09 00:00:00","upper"
"The committee(s) on  HRE recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HRE were as follows: 4 Aye(s): Senator(s) Taniguchi, Kahele, Keith-Agaran, Kidani; Aye(s) with reservations: none ; 0 No(es): none; and 3 Excused: Senator(s) Ige, Tokuda, Slom.","SCR 161","2013-04-11 00:00:00","upper"
"The committee(s) on  HTH recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HTH were as follows: 4 Aye(s): Senator(s) Green, Baker, Chun Oakland, Nishihara; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","SCR 161","2013-04-11 00:00:00","upper"
"Reported from HRE/HTH (Stand. Com. Rep. No. 1544) with recommendation of adoption, as amended (SD 1).","SCR 161","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted as amended (SD 1).  Aye(s) with reservations: none. Noes, 1 (Senator(s) Slom). Transmitted to House. ","SCR 161","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 673) in amended form (SD 1).","SCR 161","2013-04-12 00:00:00","lower"
"Referred to HLT, HED, referral sheet 54","SCR 161","2013-04-15 00:00:00","lower"
"Offered.","SCR 86","2013-03-08 00:00:00","upper"
"Referred to HTH, CPN.","SCR 86","2013-03-19 00:00:00","upper"
"The committee(s) on HTH has scheduled a public hearing on 03-25-13  1:15PM in conference room 229.","SCR 86","2013-03-21 00:00:00","upper"
"The committee(s) on HTH recommend(s) that the measure be PASSED, UNAMENDED.  The votes in HTH were as follows: 3 Aye(s): Senator(s) Green, Baker, Nishihara; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Chun Oakland, Slom.","SCR 86","2013-03-25 00:00:00","upper"
"Reported from HTH (Stand. Com. Rep. No. 1150), with recommendation of referral to CPN.","SCR 86","2013-04-01 00:00:00","upper"
"Report adopted, referred to CPN.","SCR 86","2013-04-01 00:00:00","upper"
"The committee(s) on CPN will hold a public decision making on 04-10-13  9:45AM in conference room 229.","SCR 86","2013-04-04 00:00:00","upper"
"The committee(s) on CPN recommend(s) that the measure be PASSED, UNAMENDED.  The votes in CPN were as follows: 4 Aye(s): Senator(s) Baker, Nishihara, Solomon, Taniguchi; Aye(s) with reservations: none ; 0 No(es): none; and 3 Excused: Senator(s) Galuteria, Wakai, Slom.","SCR 86","2013-04-10 00:00:00","upper"
"Reported from CPN (Stand. Com. Rep. No. 1439) with recommendation of adoption.","SCR 86","2013-04-12 00:00:00","upper"
"Report and Resolution Adopted.  Transmitted to House.","SCR 86","2013-04-12 00:00:00","upper"
"Received from Senate (Sen. Com. No. 638).","SCR 86","2013-04-12 00:00:00","lower"
"Referred to HLT, CPC, referral sheet 54","SCR 86","2013-04-15 00:00:00","lower"
"To be offered.","HCR 114","2013-03-12 00:00:00","lower"
"Offered","HCR 114","2013-03-13 00:00:00","lower"
"Referred to LAB, HED, FIN, referral sheet 37","HCR 114","2013-03-14 00:00:00","lower"
"Re-referred to LAB/HED, FIN, referral sheet 41","HCR 114","2013-03-20 00:00:00","lower"
"Resolution scheduled to be heard by LAB/HED on Friday, 03-22-13 11:30AM in conference room 309.","HCR 114","2013-03-20 00:00:00","lower"
